job_title,job_description,company,location
Java Developer,"Java Developer with 4+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",CloudBase,Mumbai
Python Developer,"Python Developer with 1+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",DevHouse,Delhi
SQL Developer,"SQL Developer with 1+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",CodeWorks,Mumbai
SQL Developer,"SQL Developer with 5+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",CodeWorks,Remote
DevOps Engineer,"DevOps Engineer with 4+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",InnovateTech,Pune
Java Developer,"Java Developer with 3+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",CloudBase,Remote
Java Developer,"Java Developer with 1+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",InnovateTech,Pune
Java Developer,"Java Developer with 3+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",DataInc,Hyderabad
Python Developer,"Python Developer with 4+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",CloudBase,Delhi
Testing,"QA Engineer with 4+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",TechCorp,Bangalore
Python Developer,"Python Developer with 5+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",AI Labs,Pune
Testing,"QA Engineer with 5+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",AI Labs,Delhi
Testing,"QA Engineer with 5+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",InnovateTech,Remote
DevOps Engineer,"DevOps Engineer with 4+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",DataInc,Chennai
Android Developer,"Android Developer with 4+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",InnovateTech,Remote
Python Developer,"Python Developer with 3+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",InnovateTech,Remote
Java Developer,"Java Developer with 4+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",InnovateTech,Delhi
Machine Learning Engineer,"ML Engineer needed with 4+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",DevHouse,Hyderabad
Data Science,"We are looking for a Data Scientist with 2+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",WebSols,Remote
Java Developer,"Java Developer with 4+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",AI Labs,Hyderabad
SQL Developer,"SQL Developer with 2+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",CodeWorks,Bangalore
Machine Learning Engineer,"ML Engineer needed with 2+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",DataInc,Mumbai
DevOps Engineer,"DevOps Engineer with 1+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",CodeWorks,Mumbai
Python Developer,"Python Developer with 3+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",CodeWorks,Mumbai
Data Analyst,"Data Analyst needed with 1+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",CloudBase,Chennai
Web Developer,"Hiring Full Stack Web Developer with 3+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",DataInc,Pune
Android Developer,"Android Developer with 5+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",AI Labs,Pune
Data Science,"We are looking for a Data Scientist with 2+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",TechCorp,Chennai
SQL Developer,"SQL Developer with 2+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",CloudBase,Pune
Testing,"QA Engineer with 2+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",DataInc,Mumbai
Data Science,"We are looking for a Data Scientist with 1+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",DataInc,Chennai
SQL Developer,"SQL Developer with 3+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",WebSols,Remote
Web Developer,"Hiring Full Stack Web Developer with 5+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",DataInc,Chennai
Java Developer,"Java Developer with 3+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",DataInc,Mumbai
Data Science,"We are looking for a Data Scientist with 5+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",CloudBase,Mumbai
Python Developer,"Python Developer with 1+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",AI Labs,Delhi
SQL Developer,"SQL Developer with 1+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",DevHouse,Chennai
Android Developer,"Android Developer with 5+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",TechCorp,Mumbai
Web Developer,"Hiring Full Stack Web Developer with 4+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",DevHouse,Hyderabad
DevOps Engineer,"DevOps Engineer with 2+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",DevHouse,Mumbai
Testing,"QA Engineer with 1+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",DataInc,Bangalore
Web Developer,"Hiring Full Stack Web Developer with 5+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",DataInc,Hyderabad
DevOps Engineer,"DevOps Engineer with 4+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",WebSols,Chennai
Python Developer,"Python Developer with 2+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",TechCorp,Chennai
Java Developer,"Java Developer with 2+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",InnovateTech,Remote
Data Science,"We are looking for a Data Scientist with 4+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",WebSols,Mumbai
DevOps Engineer,"DevOps Engineer with 5+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",CloudBase,Bangalore
Web Developer,"Hiring Full Stack Web Developer with 2+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",DevHouse,Mumbai
Android Developer,"Android Developer with 2+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",WebSols,Delhi
Python Developer,"Python Developer with 5+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",TechCorp,Mumbai
Machine Learning Engineer,"ML Engineer needed with 5+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",DevHouse,Chennai
DevOps Engineer,"DevOps Engineer with 5+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",CodeWorks,Remote
Testing,"QA Engineer with 4+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",DataInc,Mumbai
Data Analyst,"Data Analyst needed with 3+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",CodeWorks,Delhi
DevOps Engineer,"DevOps Engineer with 2+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",DataInc,Mumbai
Testing,"QA Engineer with 5+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",DevHouse,Remote
DevOps Engineer,"DevOps Engineer with 2+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",CloudBase,Chennai
Java Developer,"Java Developer with 5+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",CloudBase,Pune
Web Developer,"Hiring Full Stack Web Developer with 4+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",CodeWorks,Hyderabad
Android Developer,"Android Developer with 1+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",CodeWorks,Delhi
Web Developer,"Hiring Full Stack Web Developer with 4+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",DevHouse,Mumbai
Testing,"QA Engineer with 1+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",TechCorp,Bangalore
Machine Learning Engineer,"ML Engineer needed with 1+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",WebSols,Hyderabad
SQL Developer,"SQL Developer with 5+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",InnovateTech,Delhi
Machine Learning Engineer,"ML Engineer needed with 5+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",AI Labs,Remote
Testing,"QA Engineer with 5+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",WebSols,Remote
Machine Learning Engineer,"ML Engineer needed with 4+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",CodeWorks,Pune
Machine Learning Engineer,"ML Engineer needed with 3+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",WebSols,Bangalore
Web Developer,"Hiring Full Stack Web Developer with 2+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",InnovateTech,Hyderabad
Data Science,"We are looking for a Data Scientist with 5+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",WebSols,Mumbai
DevOps Engineer,"DevOps Engineer with 3+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",DevHouse,Chennai
Java Developer,"Java Developer with 4+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",DevHouse,Bangalore
Python Developer,"Python Developer with 2+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",CodeWorks,Chennai
Data Science,"We are looking for a Data Scientist with 1+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",DataInc,Delhi
DevOps Engineer,"DevOps Engineer with 2+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",CodeWorks,Mumbai
Testing,"QA Engineer with 1+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",CloudBase,Hyderabad
Machine Learning Engineer,"ML Engineer needed with 2+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",TechCorp,Remote
Python Developer,"Python Developer with 2+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",AI Labs,Bangalore
SQL Developer,"SQL Developer with 4+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",CloudBase,Pune
Machine Learning Engineer,"ML Engineer needed with 4+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",CodeWorks,Bangalore
Android Developer,"Android Developer with 5+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",CloudBase,Pune
Python Developer,"Python Developer with 5+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",DevHouse,Bangalore
SQL Developer,"SQL Developer with 4+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",DevHouse,Pune
DevOps Engineer,"DevOps Engineer with 5+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",CloudBase,Remote
Python Developer,"Python Developer with 3+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",CloudBase,Pune
DevOps Engineer,"DevOps Engineer with 4+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",AI Labs,Remote
Data Analyst,"Data Analyst needed with 1+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",AI Labs,Delhi
Data Analyst,"Data Analyst needed with 1+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",WebSols,Mumbai
Machine Learning Engineer,"ML Engineer needed with 4+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",CodeWorks,Delhi
Android Developer,"Android Developer with 2+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",CloudBase,Remote
Web Developer,"Hiring Full Stack Web Developer with 4+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",TechCorp,Mumbai
Android Developer,"Android Developer with 5+ years. Required: Kotlin, Java, Android SDK, REST API, Git, Firebase. Nice to have: Jetpack Compose, MVVM, Coroutines. B.Tech CSE.",WebSols,Chennai
Web Developer,"Hiring Full Stack Web Developer with 3+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",AI Labs,Remote
Testing,"QA Engineer with 2+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",DevHouse,Pune
DevOps Engineer,"DevOps Engineer with 4+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",CloudBase,Remote
Java Developer,"Java Developer with 2+ years experience. Must have: Java, Spring Boot, REST API, SQL, Git, Docker, Maven. Nice to have: Kubernetes, AWS, Microservices. B.Tech CSE required.",AI Labs,Remote
Testing,"QA Engineer with 1+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",DataInc,Bangalore
Data Analyst,"Data Analyst needed with 5+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",AI Labs,Delhi
Testing,"QA Engineer with 3+ years. Required: Selenium, Python or Java, Manual Testing, JIRA, Git, Agile. Nice to have: API Testing, Performance Testing, JMeter. B.Tech preferred.",AI Labs,Bangalore
Data Science,"We are looking for a Data Scientist with 4+ years experience. Must have: Python, SQL, Machine Learning, Deep Learning, TensorFlow, NLP, Docker, AWS, Git. Nice to have: Spark, Kubernetes, MLflow. B.Tech or M.Tech in Computer Science or related field required.",InnovateTech,Delhi
Machine Learning Engineer,"ML Engineer needed with 5+ years. Required: Python, TensorFlow, PyTorch, Machine Learning, Docker, AWS, Git, SQL. Nice to have: Kubernetes, MLflow, Spark, Airflow.",DevHouse,Remote
Web Developer,"Hiring Full Stack Web Developer with 5+ years. Required: JavaScript, React, Node.js, HTML, CSS, SQL, Git, REST API, Docker. Nice to have: TypeScript, AWS, GraphQL. Degree in Computer Science preferred.",InnovateTech,Delhi
Data Analyst,"Data Analyst needed with 3+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",CodeWorks,Remote
Python Developer,"Python Developer with 4+ years. Required: Python, Django or Flask, REST API, SQL, Git, Docker. Nice to have: AWS, Redis, GraphQL, Celery. B.Tech IT or CSE.",DevHouse,Pune
DevOps Engineer,"DevOps Engineer with 3+ years. Required: Docker, Kubernetes, Jenkins, AWS, Git, Linux, CI/CD, Terraform. Nice to have: Azure, GCP, Ansible, Prometheus. B.Tech preferred.",InnovateTech,Delhi
SQL Developer,"SQL Developer with 3+ years. Must have: SQL, MySQL or PostgreSQL, Stored Procedures, ETL, Power BI. Nice to have: Python, Oracle, Data Warehousing. B.Sc CS or MCA.",WebSols,Chennai
Data Analyst,"Data Analyst needed with 4+ years experience. Must have: SQL, Excel, Power BI, Tableau, Python, Statistics, Data Visualization. Nice to have: R, Machine Learning, ETL. B.Sc or MBA preferred.",DevHouse,Remote
